50,"2021-05-20,11:15",26.53,73.31,-,-,-,0,127.94,-
50,"2021-05-20,11:30",34.62,-,-,-,-,0,127.94,-
50,"2021-05-20,12:30",28.86,65.09,-,-,-,0,127.94,-
50,"2021-05-20,12:45",27.87,59.07,-,-,-,0,127.94,-
50,"2021-05-20,13:15",28.03,6,-,-,-,0,127.94,-
50,"2021-05-20,14:30",28.85,58.80,-,-,-,0,127.94,-
50,"2021-05-20,14:45",28.94,59.07,-,-,-,0,127.94,-
50,"2021-05-20,15:15",28.37,57.15,-,-,-,0,127.94,-
50,"2021-05-20,16:15",27.45,62.67,-,-,-,0,127.94,-
50,"2021-05-20,17:15",27.82,63.77,-,-,-,0,127.,-
50,"2021-05-20,18:15",25.07,76.79,-,-,-,0,127.94,-
50,"2021-05-20,19:15",23.94,81.97,-,-,-,0,127.94,-
50,"2021-05-20,20:15",22.81,85.61,-,-,-,0,85.00,-
50,"2021-05-20,21:15",22.52,87.96,-,-,-,0,85.00,-
50,"2021-05-20,22:30",20.75,95.75,-,-,-,0,85.00,-
50,"2021-05-20,22:45",20.75,95.2,-,-,-,0,85.00,-
50,"2021-05-20,23:15",-,94.82,-,-,-,0,85.00,-
50,"2021-05-20,23:30",20.74,95.39,-,-,-,0,85.00,-
50,"2021-05-20,23:45",20.94,94.36,-,-,-,0,85.00,-
50,"2021-05-21,00:15",20.79,93.63,-,-,-,0,85.00,-
50,"2021-05-21,00:30",20.49,94.99,-,-,-,0,85.00,-
50,"2021-05-21,00:45",20.47,95.13,-,-,-,0,85.00,-
50,"2021-05-21,01:30",21.11,92.50,-,-,-,0,85.00,-
50,"2021-05-21,01:45",20.65,93.92,-,-,-,0,85.00,-
50,"2021-05-21,02:15",20.77,93.82,-,-,-,0,85.00,-
50,"2021-05-21,03:15",20.04,97.42,-,-,-,0,85.00,-
50,"2021-05-21,04:15",20.47,96.20,-,-,-,0,85.00,-
50,"2021-05-21,04:30",19.61,96.66,-,-,-,0,85.00,-
50,"2021-05-21,05:15",19.22,98.81,-,-,-,0,85.00,-
50,"2021-05-21,05:30",19.10,98.97,-,-,-,0,85.00,-
50,"2021-05-21,06:15",18.91,98.98,-,-,-,0,85.00,-
50,"2021-05-21,07:15",20.09,97.24,-,-,-,0,85.00,-
50,"2021-05-21,07:30",21.21,94.69,-,-,-,0,85.00,-
50,"2021-05-21,07:45",21.17,94.66,-,-,-,0,85.00,-
50,"2021-05-21,08:15",23.41,90.08,-,-,-,0,85.00,-
50,"2021-05-21,09:15",25.99,81.13,-,-,-,0,127.94,-
50,"2021-05-21,10:15",26.16,80.55,-,-,-,0,127.94,-
50,"2021-05-21,10:30",26.48,78.27,-,-,-,0,127.94,-
50,"2021-05-21,11:15",27.15,74.09,-,-,-,0,127.94,-
50,"2021-05-21,12:15",26.45,70.65,-,-,-,0,127.94,-
50,"2021-05-21,13:15",28.46,65.95,-,-,-,0,127.94,-
50,"2021-05-21,14:15",26.89,71.43,-,-,-,0,127.94,-
50,"2021-05-21,15:15",27.79,74.41,-,-,-,0,127.94,-
50,"2021-05-21,15:30",28.26,74.44,-,-,-,0,127.94,-
50,"2021-05-21,16:15",28.10,64.66,-,-,-,0,127.94,-
50,"2021-05-21,16:30",28.14,66.29,-,-,-,0,127.94,-
50,"2021-05-21,17:15",26.65,72.27,-,-,-,0,127.94,-
50,"2021-05-21,17:30",26.66,71.55,-,-,-,0,127.94,-
50,"2021-05-21,18:15",25.57,80.59,-,-,-,0,127.94,-
50,"2021-05-21,18:30",25.25,80.42,-,-,-,0,127.94,-
50,"2021-05-21,19:15",23.99,84.79,-,-,-,0,85.00,-
50,"2021-05-21,19:30",23.62,86.05,-,-,-,0,85.00,-
50,"2021-05-21,20:30",22.71,90.77,-,-,-,0,85.00,-
50,"2021-05-21,21:30",22.51,92.30,-,-,-,0,85.00,-
50,"2021-05-21,21:45",22.39,92.46,-,-,-,0,85.00,-
50,"2021-05-21,22:30",22.38,92.60,-,-,-,0,85.00,-
50,"2021-05-21,22:45",22.10,93.40,-,-,-,0,85.00,-
50,"2021-05-21,23:15",22.11,92.98,-,-,-,0,85.00,-
50,"2021-05-21,23:30",22.16,93.34,-,-,-,0,85.00,-
50,"2021-05-22,00:15",21.44,94.43,-,-,-,0,85.00,-
50,"2021-05-22,01:15",20.72,95.51,-,-,-,0,85.00,-
50,"2021-05-22,01:30",20.81,96.25,-,-,-,0,85.00,-
50,"2021-05-22,02:15",20.49,95.91,-,-,-,0,85.00,-
50,"2021-05-22,02:30",21.28,94.93,-,-,-,0,85.00,-
50,"2021-05-22,02:45",20.64,96.84,-,-,-,0,85.00,-
50,"2021-05-22,03:15",19.91,98.26,-,-,-,0,85.00,-
50,"2021-05-22,04:15",20.49,97.52,-,-,-,0,85.00,-
50,"2021-05-22,04:30",20.42,97.42,-,-,-,0,85.00,-
50,"2021-05-22,05:15",20.60,96.16,-,-,-,0,85.00,-
50,"2021-05-22,05:30",19.60,97.12,-,-,-,0,85.00,-
50,"2021-05-22,06:15",19.60,98.80,-,-,-,0,85.00,-
50,"2021-05-22,07:15",20.33,96.44,-,-,-,0,85.00,-
50,"2021-05-22,08:15",24.16,83.71,-,-,-,0,85.00,-
50,"2021-05-22,09:15",25.99,79.72,-,-,-,0,127.94,-
50,"2021-05-22,10:15",25.99,81.30,-,-,-,0,127.94,-
50,"2021-05-22,11:15",26.78,74.90,-,-,-,0,127.94,-
50,"2021-05-22,12:15",22.53,88.15,-,-,-,0,23.88,-
50,"2021-05-22,13:15",25.05,80.23,-,-,-,0,85.00,-
50,"2021-05-22,13:30",25.45,78.40,-,-,-,0,127.94,-
50,"2021-05-22,13:45",29.12,77.66,-,-,-,0,127.94,-
50,"2021-05-22,14:15",28.34,73.69,-,-,-,0,127.94,-
50,"2021-05-22,14:30",28.53,74.37,-,-,-,0,127.94,-
50,"2021-05-22,14:45",28.29,73.02,-,-,-,0,127.94,-
50,"2021-05-22,15:15",26.89,74.18,-,-,-,0,127.94,-
50,"2021-05-22,15:30",27.63,71.58,-,-,-,0,127.94,-
50,"2021-05-22,16:30",27.22,72.76,-,-,-,0,127.94,-
50,"2021-05-22,16:45",26.92,71.68,-,-,-,0,127.94,-
50,"2021-05-22,17:30",26.92,69.87,-,-,-,0,127.94,-
50,"2021-05-22,17:45",26.73,70.31,-,-,-,0,127.94,-
50,"2021-05-22,18:15",25.44,74.80,-,-,-,0,127.94,-
50,"2021-05-22,18:30",24.94,80.22,-,-,-,0,127.94,-
50,"2021-05-22,18:45",24.62,81.72,-,-,-,0,127.94,-
50,"2021-05-22,19:15",23.99,-,-,-,-,0,85.00,-
50,"2021-05-22,20:15",22.88,89.87,-,-,-,0,85.00,-
50,"2021-05-22,21:30",22.80,90.55,-,-,-,0,85.00,-
50,"2021-05-22,22:30",22.12,93.51,-,-,-,0,85.00,-
50,"2021-05-22,22:45",22.28,92.61,-,-,-,0,85.00,-
50,"2021-05-22,23:15",22.88,90.15,-,-,-,0,85.00,-
50,"2021-05-23,00:15",23.03,89.11,-,-,-,0,85.00,-
50,"2021-05-23,00:30",22.75,90.41,-,-,-,0,85.00,-
50,"2021-05-23,00:45",22.48,91.60,-,-,-,0,85.00,-
50,"2021-05-23,01:00",22.32,92.27,-,-,-,0,85.00,-
50,"2021-05-23,01:15",21.91,94.28,-,-,-,0,85.00,-
50,"2021-05-23,02:15",21.49,95.48,-,-,-,0,85.00,-
50,"2021-05-23,03:15",21.45,96.77,-,-,-,0,85.00,-
50,"2021-05-23,04:15",22.32,85.28,-,-,-,0,85.00,-
50,"2021-05-23,05:15",21.78,89.44,-,-,-,0,85.00,-
50,"2021-05-23,06:15",21.16,93.83,-,-,-,0,85.00,-
50,"2021-05-23,06:30",21.14,-,-,-,-,0,85.00,-
50,"2021-05-23,07:15",21.05,96.05,-,-,-,,85.00,-
50,"2021-05-23,07:30",21.04,95.92,-,-,-,0,85.00,-
50,"2021-05-23,08:15",23.85,89.28,-,-,-,0,85.00,-
50,"2021-05-23,08:30",25.07,84.33,-,-,-,0,127.94,-
50,"2021-05-23,09:15",23.22,89.83,-,-,-,0,127.94,-
50,"2021-05-23,09:30",22.86,89.54,-,-,-,0,127.94,-
50,"2021-05-23,10:15",26.75,77.43,-,-,-,0,127.94,-
50,"2021-05-23,10:30",27.15,79.57,-,-,-,0,127.94,-
50,"2021-05-23,11:15",27.27,69.23,-,-,-,0,127.94,-
50,"2021-05-23,12:15",27.40,70.93,-,-,-,0,127.94,-
50,"2021-05-23,13:15",26.81,72.87,-,-,-,0,127.94,-
50,"2021-05-23,13:30",27.10,70.86,-,-,-,0,127.94,-
50,"2021-05-23,14:15",27.23,70.84,-,-,-,0,127.94,-
50,"2021-05-23,15:15",26.89,69.77,-,-,-,0,127.94,-
50,"2021-05-23,16:15",26.68,64.60,-,-,-,0,127.94,-
50,"2021-05-23,17:15",25.99,70.38,-,-,-,0,127.94,-
50,"2021-05-23,17:30",25.99,69.77,-,-,-,0,127.94,-
50,"2021-05-23,18:15",24.79,71.04,-,-,-,0,127.94,-
50,"2021-05-23,18:30",24.36,74.32,-,-,-,0,127.94,-
50,"2021-05-23,19:15",23.25,78.42,-,-,-,0,127.94,-
50,"2021-05-23,19:30",23.28,78.42,-,-,-,0,127.94,-
50,"2021-05-23,20:15",22.49,81.63,-,-,-,0,85.00,-
50,"2021-05-23,20:30",22.50,81.77,-,-,-,0,85.00,-
50,"2021-05-23,21:30",21.70,84.41,-,-,-,0,85.00,-
50,"2021-05-23,22:30",21.24,88.20,-,-,-,0,85.00,-
50,"2021-05-23,23:30",21.88,87.50,-,-,-,0,85.00,-
50,"2021-05-23,23:45",2,87.53,-,-,-,0,85.00,-
50,"2021-05-24,01:15",22.17,87.66,-,-,-,0,85.00,-
50,"2021-05-24,02:15",22.68,85.77,-,-,-,0,85.00,-
50,"2021-05-24,03:15",22.19,89.73,-,-,-,0,85.00,-
50,"2021-05-24,04:15",21.65,93.59,-,-,-,0,85.00,-
50,"2021-05-24,04:30",21.66,93.40,-,-,-,0,85.00,-
50,"2021-05-24,05:15",21.03,95.16,-,-,-,0,85.00,-
50,"2021-05-24,05:30",21.08,94.11,-,-,-,0,85.00,-
50,"2021-05-24,06:15",19.96,90.04,-,-,-,0,85.00,-
50,"2021-05-24,07:15",21.16,89.83,-,-,-,0,21.94,-
50,"2021-05-24,08:15",24.16,78.63,-,-,-,0,22.25,-
50,"2021-05-24,09:15",25.78,72.50,-,-,-,0,127.94,-
50,"2021-05-24,10:15",25.65,79.21,-,-,-,0,85.00,-
50,"2021-05-24,11:15",26.92,61.84,-,-,-,0,127.94,-
50,"2021-05-24,12:15",26.51,64.22,-,-,-,0,127.94,-
50,"2021-05-24,12:30",27.59,62.50,-,-,-,0,127.94,-
50,"2021-05-24,12:45",27.75,61.29,-,-,-,0,127.94,-
50,"2021-05-24,13:15",26.68,64.81,-,-,-,0,127.94,-
50,"2021-05-24,14:30",27.35,56.06,-,-,-,0,127.94,-
50,"2021-05-24,14:45",27.30,54,-,-,-,0,127.94,-
50,"2021-05-24,15:15",26.96,58.86,-,-,-,0,127.94,-
50,"2021-05-24,16:15",24.89,72.39,-,-,-,0,127.94,-
50,"2021-05-24,17:15",25.99,63.06,-,-,-,0,127.94,-
50,"2021-05-24,17:30",25.62,62.41,-,-,-,0,127.94,-
50,"2021-05-24,18:15",24.30,70.52,-,-,-,0,127.94,-
50,"2021-05-24,18:30",25.37,70.17,-,-,-,0,127.94,-
50,"2021-05-24,19:15",22.54,75.69,-,-,-,0,85.00,-
50,"2021-05-24,19:30",22.71,75.86,-,-,-,0,85.00,-
50,"2021-05-24,20:15",21.68,79.97,-,-,-,0,85.00,-
50,"2021-05-24,21:30",21.73,81.45,-,-,-,0,22.81,-
50,"2021-05-24,22:15",21.36,83.87,-,-,-,0,22.63,-
50,"2021-05-24,23:15",20.57,91.31,-,-,-,0,22.63,-
50,"2021-05-24,23:30",20.49,91.45,-,-,-,0,22.63,-
50,"2021-05-25,00:15",19.86,94.78,-,-,-,0,22.50,-
50,"2021-05-25,00:30",19.68,95.68,-,-,-,0,22.50,-
50,"2021-05-25,01:15",19.55,95.30,-,-,-,0,22.44,-
50,"2021-05-25,01:30",19.42,95.22,-,-,-,0,22.50,-
50,"2021-05-25,02:15",19.36,93.69,-,-,-,0,22.31,-
50,"2021-05-25,02:30",19.21,93.86,-,-,-,0,22.31,-
50,"2021-05-25,03:15",18.50,96.10,-,-,-,0,22.19,-
50,"2021-05-25,03:30",18.33,97.20,-,-,-,0,22.06,-
50,"2021-05-25,03:45",18.37,97.45,-,-,-,0,22.00,-
50,"2021-05-25,04:00",18.20,97.08,-,-,-,0,21.94,-
50,"2021-05-25,04:15",17.85,97.72,-,-,-,0,21.81,-
50,"2021-05-25,04:30",17.76,98.00,-,-,-,0,21.81,-
50,"2021-05-25,05:15",18.08,97.52,-,-,-,0,21.63,-
50,"2021-05-25,06:15",17.93,98.21,-,-,-,0,85.00,-
50,"2021-05-25,07:15",18.56,97.17,-,-,-,0,85.00,-
50,"2021-05-25,07:30",19.23,96.33,-,-,-,0,85.00,-
50,"2021-05-25,07:45",20.01,94.52,-,-,-,0,85.00,-
50,"2021-05-25,08:15",22.16,88.44,-,-,-,0,21.75,-
50,"2021-05-25,09:15",25.08,71.10,-,-,-,0,127.94,-
50,"2021-05-25,09:30",25.23,70.81,-,-,-,0,127.94,-
50,"2021-05-25,10:15",25.99,71.77,-,-,-,0,127.94,-
50,"2021-05-25,10:30",25.29,68.93,-,-,-,0,127.94,-
50,"2021-05-25,11:15",26.18,72.39,-,-,-,0,127.94,-
50,"2021-05-25,11:30",26.48,72.90,-,-,-,0,127.94,-
50,"2021-05-25,12:15",26.63,73.53,-,-,-,0,127.94,-
50,"2021-05-25,13:15",27.83,57.03,-,-,-,0,127.94,-
50,"2021-05-25,14:15",27,54.67,-,-,-,0,127.94,-
50,"2021-05-25,15:15",28.26,54.87,-,-,-,0,127.94,-
50,"2021-05-25,15:30",27.79,55.49,-,-,-,0,127.94,-
50,"2021-05-25,15:45",28.29,-,-,-,-,0,127.94,-
50,"2021-05-25,16:45",26.97,55.26,-,-,-,0,127.94,-
50,"2021-05-25,17:15",26.67,59.98,-,-,-,0,127.94,-
50,"2021-05-25,17:30",26.55,62.48,-,-,-,0,127.94,-
50,"2021-05-25,18:15",25.02,68.84,-,-,-,0,127.94,-
50,"2021-05-25,18:30",24.27,73.47,-,-,-,0,127.94,-
50,"2021-05-25,18:45",24.27,74.15,-,-,-,0,127.94,-
50,"2021-05-25,19:15",22.99,78.66,-,-,-,0,85.00,-
50,"2021-05-25,19:30",23.13,77.80,-,-,-,0,85.00,-
50,"2021-05-25,20:15",22.69,80.30,-,-,-,0,85.00,-
50,"2021-05-25,21:15",22.01,83.93,-,-,-,0,85.00,-
50,"2021-05-25,21:30",21.98,83.34,-,-,-,0,85.00,-
50,"2021-05-25,22:15",22.34,80.01,-,-,-,0,85.00,-
50,"2021-05-25,22:30",21.94,80.71,-,-,-,0,85.00,-
50,"2021-05-25,23:15",21.75,83.57,-,-,-,0,85.00,-
50,"2021-05-25,23:30",21.84,83.97,-,-,-,0,85.00,-
50,"2021-05-26,00:15",21.67,83.64,-,-,-,0,85.00,-
50,"2021-05-26,01:15",21.17,85.03,-,-,-,0,85.00,-
50,"2021-05-26,01:30",20.81,86.30,-,-,-,0,85.00,-
50,"2021-05-26,01:45",20.93,85.96,-,-,-,0,85.00,-
50,"2021-05-26,02:15",20.85,86.12,-,-,-,0,85.00,-
50,"2021-05-26,03:15",19.79,91.64,-,-,-,0,22.06,-
50,"2021-05-26,04:15",19.87,92.46,-,-,-,0,85.00,-
50,"2021-05-26,05:15",20.14,91.13,-,-,-,0,21.69,-
50,"2021-05-26,06:15",20.25,92.50,-,-,-,0,85.00,-
