STATIONID,DATETIME,AIRTEMP(T),RH,SOLAR,WINDSPEED,W.DIRECTION,RAIN,SOILTEMPERATURE(T1),PRESSURE
48,"2021-04-18,04:15",20.07,90.28,-,-,-,45.0,85.00,891.27
48,"2021-04-18,05:15",20.40,90.89,-,-,-,0,-,892.0
48,"2021-04-18,06:30",19.92,90.44,-,-,-,-,85.00,892.32
48,"2021-04-18,06:45",19.92,90.49,-,-,-,0,-,892.34
48,"2021-04-18,07:45",21.03,90.23,-,-,-,45.0,85.00,892.82
48,"2021-04-18,08:00",21.30,89.50,-,-,-,45.0,85.00,892.78
48,"2021-04-18,11:45",27.06,67.46,-,-,-,45.0,85.00,893.83
48,"2021-04-18,12:00",27.36,67.53,-,-,-,0,-,893.88
48,"2021-04-18,13:15",27.76,67.44,-,-,-,45.0,85.00,893.2
48,"2021-04-18,14:15",28.39,64.59,-,-,-,45.0,85.00,892.16
48,"2021-04-18,15:00",28.52,62.22,0.026141,-,378.02,0,-,891.33
48,"2021-04-18,16:15",30.49,58.70,,-,378.02,45.0,85.00,890.32
48,"2021-04-18,16:30",28.34,64.53,0.026672,-,378.01,45.0,85.00,890.24
48,"2021-04-18,17:30",29.77,54.78,-,-,-,0,-,890.05
48,"2021-04-18,17:45",29.32,53.59,-,-,-,0,-,890.13
48,"2021-04-18,18:45",27.02,65.06,-,-,-,45.0,85.00,890.53
48,"2021-04-18,19:00",26.82,66.62,-,-,-,45.0,85.00,890.58
48,"2021-04-18,19:45",25.49,77.72,-,-,-,45.0,85.00,891.31
48,"2021-04-18,20:30",24.59,79.60,-,-,-,45.0,85.00,891.07
48,"2021-04-18,21:15",23.65,85.29,-,-,-,45.0,85.00,891.71
48,"2021-04-18,21:30",23.57,85.29,-,-,-,45.0,85.00,891.81
48,"2021-04-18,22:30",22.96,87.85,-,-,-,0,-,892.47
48,"2021-04-18,22:45",22.77,88.14,-,-,-,45.0,8,892.42
48,"2021-04-18,23:00",22.72,88.33,-,-,-,45.0,85.00,892.41
48,"2021-04-18,23:45",22.4,88.90,-,-,-,45.0,85.00,892.57
48,"2021-04-19,01:15",22.22,89.92,-,-,-,45.0,85.00,892.99
48,"2021-04-19,03:30",21.79,85.13,-,-,-,0,-,891.9
48,"2021-04-19,03:45",21.79,85.13,-,-,-,0.0,85.00,891.87
48,"2021-04-19,04:30",21.10,91.26,-,-,-,0,-,891.87
48,"2021-04-19,04:45",21.37,90.47,-,-,-,0.0,85.00,891.97
48,"2021-04-19,05:45",21.53,90.53,-,-,-,0,-,892.46
48,"2021-04-19,06:00",21.53,90.73,-,-,-,0.0,85.00,892.58
48,"2021-04-19,07:15",21.11,91.09,-,-,-,0.0,85.00,892.42
48,"2021-04-19,11:15",26.36,74.51,-,-,-,0.0,85.00,894.22
48,"2021-04-19,12:15",26.65,73.95,-,-,-,0.0,85.00,893.4
48,"2021-04-19,12:30",27.69,71.87,-,-,-,0.0,85.00,893.23
48,"2021-04-19,15:00",28.95,67.40,0.013203,-,378.03,0.0,85.00,890.87
48,"2021-04-19,16:15",31.06,57.03,0.041610,-,376.059,0.0,85.00,889.89
48,"2021-04-19,17:15",29.54,57.45,0.023453,-,374.089,0.0,85.00,889.58
48,"2021-04-21,08:30",22.27,90.56,-,-,-,0.0,85.00,893.87
48,"2021-04-21,08:45",22.25,90.50,-,-,-,0.0,85.00,893.92
48,"2021-04-21,09:45",22.97,88.86,-,-,-,0.0,85.00,894.47
48,"2021-04-21,11:15",26.36,76.51,-,-,-,0.0,85.00,894.29
48,"2021-04-21,13:15",27.99,66.53,-,-,-,0.0,85.00,892.72
48,"2021-04-21,14:30",24.89,74.97,-,-,-,0.0,85.00,891.92
48,"2021-04-21,14:45",24.34,76.80,-,-,-,0.0,85.00,892.06
48,"2021-04-21,15:45",23.15,81.69,-,-,-,0.0,85.00,891.08
48,"2021-04-21,16:00",23.15,82.51,-,-,-,0.0,85.00,891.17
48,"2021-04-21,16:45",23.73,77.71,-,-,-,0.0,85.00,891.12
48,"2021-04-21,17:30",22.57,83.86,-,-,-,0.0,85.00,891.37
48,"2021-04-21,18:15",22.72,79.17,-,-,-,0.0,85.00,891.59
48,"2021-04-21,18:30",22.60,77.10,-,-,-,0.0,85.00,891.68
48,"2021-04-21,19:15",21.89,83.16,-,-,-,0.0,85.00,891.97
48,"2021-04-21,19:30",22.03,77.31,-,-,-,0,-,891.99
48,"2021-04-21,19:45",22.04,76.37,-,-,-,0.0,85.00,892.02
48,"2021-04-21,20:45",22.29,75.46,-,-,-,0.0,85.00,892.43
48,"2021-04-21,22:15",21.87,76.82,-,-,-,0,-,893.54
48,"2021-04-21,23:15",21.50,86.62,-,-,-,0,-,893.66
48,"2021-04-21,23:30",21.38,87.69,-,-,-,0.0,85.00,893.72
48,"2021-04-22,00:30",21.52,89.55,-,-,-,0.0,85.00,893.64
48,"2021-04-22,00:45",21.46,90.14,-,-,-,0.0,85.00,893.66
48,"2021-04-22,01:45",21.37,90.79,-,-,-,0.0,85.00,892.98
48,"2021-04-22,02:00",21.51,90.63,-,-,-,0.0,85.00,892.79
48,"2021-04-22,03:45",21.13,91.29,-,-,-,0.0,85.00,892.26
48,"2021-04-22,04:00",21.18,91.15,-,-,-,0.0,85.00,892.16
48,"2021-04-22,05:15",20.77,91.47,-,-,-,0.0,85.00,892.66
48,"2021-04-22,06:15",20.03,91.11,-,-,-,0,-,893.19
48,"2021-04-22,06:30",20.07,90.84,-,-,-,0.0,85.00,893.32
48,"2021-04-22,07:45",20.8,90.57,-,-,-,0.0,85.00,894.14
48,"2021-04-22,09:00",23.65,83.77,-,-,-,0.0,85.00,894.79
48,"2021-04-22,10:15",25.99,77.02,-,-,-,0.0,85.00,895.1
48,"2021-04-22,12:45",27.13,73.76,0.077704,-,378.039,0.0,85.00,893.97
48,"2021-04-22,14:00",27.63,70.39,0.013984,-,378.039,0.0,85.00,892.28
48,"2021-04-22,15:15",20.41,94.17,-,-,-,0,-,891.83
48,"2021-04-22,16:30",25.49,82.96,-,-,-,0,-,891.37
48,"2021-04-22,17:30",25.50,75.29,-,-,-,0,-,892.03
48,"2021-04-22,18:30",21.29,87.86,-,-,-,0,-,892.32
48,"2021-04-22,18:45",21.24,87.94,-,-,-,0.0,85.00,892.32
48,"2021-04-22,19:45",20.91,89.93,-,-,-,0.0,85.00,891.92
48,"2021-04-22,21:15",20.74,90.66,-,-,-,0.0,85.00,893.36
48,"2021-04-22,22:15",21.06,91.26,-,-,-,0.0,85.00,893.71
48,"2021-04-22,23:30",20.49,91.00,-,-,-,-,85.00,893.96
48,"2021-04-22,23:45",20.26,91.30,-,-,-,0.0,85.00,893.97
48,"2021-04-23,00:45",20.57,91.36,-,-,-,0.0,85.00,893.65
48,"2021-04-23,01:00",20.54,91.27,-,-,-,0.0,85.00,893.55
48,"2021-04-23,02:15",19.91,90.82,-,-,-,0.0,85.00,892.12
48,"2021-04-23,04:15",19.68,90.66,-,-,-,0.0,85.00,890.52
48,"2021-04-23,06:15",19.25,91.44,-,-,-,0.0,85.00,891.83
48,"2021-04-23,07:15",19.57,91.46,-,-,-,0.0,85.00,892.0
48,"2021-04-23,09:15",23.61,83,-,-,-,0.0,85.00,893.59
48,"2021-04-23,10:30",26.54,75.19,-,-,-,0.0,85.00,893.64
48,"2021-04-23,10:45",26.49,76.86,-,-,-,-,85.00,893.61
48,"2021-04-23,13:00",27.47,65.16,0.021328,-,378.058,0.0,85.00,892.33
48,"2021-04-23,14:00",28.89,70.65,0.082813,-,380.0,0.0,85.00,891.27
48,"2021-04-23,15:45",28.85,62.52,0.044141,-,376.209,0.0,85.00,889.02
48,"2021-04-23,16:00",28.77,62.14,0.047203,-,124.601,0.0,85.00,889.0
48,"2021-04-23,16:45",29.03,61.04,0.034766,-,378.104,0,-,888.6
48,"2021-04-23,17:00",28.86,60.74,0.033266,-,376.209,0.0,85.00,888.5
48,"2021-04-23,17:45",28.56,60.15,0.016438,-,378.104,0,85.00,-
48,"2021-04-23,18:00",28.62,61.93,0.015047,-,378.104,0.0,85.00,888.34
48,"2021-04-23,18:45",25.57,74.22,0.001203,-,378.104,0.0,85.00,889.8
48,"2021-04-23,19:00",25.54,74.57,0.001047,-,378.104,0.0,85.00,889.8
48,"2021-04-23,19:45",23.95,82.14,0.000000,-,-20.0,0.0,85.00,890.37
48,"2021-04-23,20:00",23.56,82.51,0.000000,-,378.095,0.0,85.00,890.37
48,"2021-04-23,20:30",18.12,93.40,0.000000,-,380.0,0,-,891.41
48,"2021-04-23,20:45",18.15,93.46,0.000000,-,380.0,0.0,85.00,891.41
48,"2021-04-23,21:15",20.46,90.67,-,-,-,0.0,85.00,892.21
48,"2021-04-24,00:15",20.41,92.56,-,-,-,0.0,85.00,892.81
48,"2021-04-24,01:30",19.95,91.18,-,-,-,0,-,891.62
48,"2021-04-24,01:45",19.95,91.23,-,-,-,35.2,85.00,891.6
48,"2021-04-24,02:45",19.83,91.63,-,-,-,35.2,85.00,890.46
48,"2021-04-24,03:00",19.84,91.63,-,-,-,35.2,85.00,890.43
48,"2021-04-24,04:15",19.77,92.71,-,-,-,35.2,85.00,890.13
48,"2021-04-24,05:30",19.95,91.78,-,-,-,35.2,85.00,890.56
48,"2021-04-24,06:45",19.92,92.51,-,-,-,35.2,85.00,891.08
48,"2021-04-24,07:00",19.92,92.51,-,-,-,35.2,85.0,891.07
48,"2021-04-24,08:15",20.77,91.41,-,-,-,35.2,85.00,892.24
48,"2021-04-24,09:15",22.78,85.81,-,-,-,35.2,85.00,892.51
48,"2021-04-24,09:30",23.61,81.91,-,-,-,35.2,,892.49
48,"2021-04-24,10:30",26.13,76.60,-,-,-,35.2,85.00,892.68
48,"2021-04-24,10:45",25.87,74.29,-,-,-,35.2,85.00,892.7
48,"2021-04-24,11:30",27.75,70.68,-,-,-,35.2,85.00,892.53
48,"2021-04-24,12:30",27.99,67.64,-,-,-,0,-,891.91
48,"2021-04-24,12:45",28.40,66.57,-,-,-,35.2,85.00,891.89
48,"2021-04-24,13:30",28.17,67.32,-,-,-,35.2,85.00,891.16
48,"2021-04-24,14:15",29.39,60.57,0.077813,-,374.231,0,-,890.12
48,"2021-04-24,14:30",30.45,65.29,0.077110,-,374.313,-,85.00,890.1
48,"2021-04-24,15:45",30.04,58.85,0.057672,-,366.538,35.2,85.00,888.52
48,"2021-04-24,16:30",29.52,67.20,0.040328,-,376.172,35.2,85.00,887.94
48,"2021-04-24,16:45",28.78,69.74,0.039563,-,378.077,35.2,85.00,887.91
48,"2021-04-24,17:30",28.10,68.77,0.018594,-,396.0,35.2,85.00,887.99
48,"2021-04-24,17:45",28.12,68.85,0.016766,-,107.801,35.2,85.00,887.96
48,"2021-04-24,18:30",27.07,72.39,0.002609,-,378.077,35.2,85.00,888.18
48,"2021-04-24,18:45",26.89,75.52,0.002141,-,378.077,35.2,85.00,888.17
48,"2021-04-24,19:30",25.28,82.01,0.000000,-,376.154,35.2,85.00,889.3
48,"2021-04-24,20:45",24.64,81.73,-,-,-,35.2,85.00,890.18
48,"2021-04-24,22:00",23.64,86.33,-,-,-,35.2,85.00,891.55
48,"2021-04-24,23:15",22.94,89.00,-,-,-,0,-,892.1
48,"2021-04-24,23:30",23.06,87.85,-,-,-,35.2,85.00,892.1
48,"2021-04-25,00:30",22.73,89.82,-,-,-,35.2,85.00,891.6
48,"2021-04-25,00:45",22.77,89.73,-,-,-,35.2,85.00,891.5
48,"2021-04-25,01:45",21.97,91.08,-,-,-,0.0,85.00,890.5
48,"2021-04-25,02:45",22.13,90.88,-,-,-,0.0,85.00,890.55
48,"2021-04-25,03:45",20.29,89.04,-,-,-,0.0,85.00,890.81
48,"2021-04-25,13:30",23.75,76.69,-,-,-,0,-,893.0
48,"2021-04-25,14:45",25.13,77.08,0.076407,-,380.0,0.0,85.00,891.51
48,"2021-04-25,16:30",25.74,73.00,0.036516,-,378.077,0.0,85.00,890.76
48,"2021-04-25,17:15",25.75,71.67,0.026281,-,378.077,0.0,85.00,891.06
48,"2021-04-25,18:15",24.21,73.60,0.003828,-,378.077,0.0,85.00,891.91
48,"2021-04-25,19:15",22.91,82.23,-,-,-,-,85.00,892.89
48,"2021-04-25,19:30",22.60,84.33,-,-,-,0.0,85.00,892.89
48,"2021-04-25,20:30",22.48,84.20,-,-,-,0.0,85.00,893.38
48,"2021-04-25,20:45",22.61,83.86,-,-,-,0.0,85.00,893.55
48,"2021-04-25,23:15",22.18,88.10,-,-,-,0.0,85.00,894.49
48,"2021-04-26,00:15",22.18,88.07,-,-,-,0.0,85.00,894.37
48,"2021-04-26,01:45",20.20,91.55,-,-,-,0.0,85.00,894.03
48,"2021-04-26,02:30",20.14,92.30,-,-,-,0.0,85.00,893.06
48,"2021-04-26,02:45",20.15,92.49,-,-,-,0.0,85.00,893.12
48,"2021-04-26,03:30",19.92,92.68,-,-,-,0.0,85.00,892.87
48,"2021-04-26,03:45",19.95,92.68,-,-,-,0.0,85.00,892.81
48,"2021-04-26,04:00",-,92.72,-,-,-,0.0,85.00,892.84
48,"2021-04-26,04:45",19.95,92.53,-,-,-,0.0,85.00,893.01
48,"2021-04-26,06:45",20.06,92.25,-,-,-,-,85.00,893.85
48,"2021-04-26,07:00",20.07,92.08,-,-,-,0.0,85.00,893.95
48,"2021-04-26,07:45",20.24,91.69,-,-,-,0.0,85.00,894.59
48,"2021-04-26,08:00",20.41,91.59,-,-,-,0.0,85.00,894.71
48,"2021-04-26,09:15",22.18,89.38,-,-,-,0.0,85.00,895.23
48,"2021-04-26,09:30",22.62,88.57,-,-,-,0.0,85.00,895.27
48,"2021-04-26,10:15",24.33,82.09,-,-,-,0.0,85.00,894.98
48,"2021-04-26,10:30",23.97,81.69,-,-,-,0.0,85.00,895.01
48,"2021-04-26,11:45",25.79,74.80,-,-,-,0.0,85.00,894.89
48,"2021-04-26,12:00",26.39,75.28,-,-,-,0,-,894.89
48,"2021-04-26,13:15",26.58,75.40,-,-,-,0,-,893.6
48,"2021-04-26,14:15",27.10,77.08,0.084079,-,376.059,0.0,85.00,892.09
48,"2021-04-26,15:30",25.03,79.40,0.032453,-,376.135,0.0,85.00,891.21
48,"2021-04-26,15:45",25.24,82.60,0.025125,-,378.058,0,-,891.1
48,"2021-04-26,16:30",23.68,85.45,0.009063,-,374.175,0,-,890.25
48,"2021-04-26,17:30",24.79,83.42,-,-,-,0.0,85.00,890.15
48,"2021-04-26,19:15",23.80,89.67,-,-,-,0.0,85.00,891.24
48,"2021-04-26,20:15",23.20,88.94,-,-,-,0.0,85.00,891.92
48,"2021-04-26,23:15",22.53,90.66,-,-,-,0.0,85.00,893.53
48,"2021-04-26,23:30",22.55,90.72,-,-,-,0.0,85.00,893.81
48,"2021-04-26,23:45",22.62,90.16,-,-,-,0.0,85.00,893.67
48,"2021-04-27,00:45",21.32,89.70,-,-,-,0.0,85.00,893.25
48,"2021-04-27,01:00",21.16,90.20,-,-,-,0.0,85.00,893.17
48,"2021-04-27,02:15",20.14,91.79,-,-,-,0.0,85.00,892.45
48,"2021-04-27,03:15",19.95,91.76,-,-,-,0.0,85.00,891.65
48,"2021-04-27,04:30",19.46,92.29,-,-,-,0.0,85.00,891.41
48,"2021-04-27,04:45",19.95,91.81,-,-,-,0.0,85.00,891.25
48,"2021-04-27,05:00",19.95,91.76,-,-,-,0.0,85.00,891.28
48,"2021-04-27,05:45",19.92,91.49,-,-,-,0.0,85.00,891.87
48,"2021-04-27,06:00",19.91,91.57,-,-,-,0.0,85.00,891.85
48,"2021-04-27,07:15",19.92,91.76,-,-,-,0.0,85.00,892.45
48,"2021-04-27,07:30",20.33,91.31,-,-,-,0.0,85.00,892.58
48,"2021-04-27,08:30",21.79,89.15,-,-,-,0.0,85.00,893.0
48,"2021-04-27,08:45",22.12,88.31,-,-,-,0.0,85.00,893.07
48,"2021-04-27,09:45",23.44,86.11,-,-,-,0,-,893.03
48,"2021-04-27,10:45",25.89,78.09,-,-,-,0.0,85.00,893.06
48,"2021-04-27,11:30",26.22,74.21,-,-,-,0.0,85.00,892.87
48,"2021-04-27,12:15",25.21,82.52,-,-,-,0.0,85.00,892.53
48,"2021-04-27,19:45",23.86,81.20,-,-,-,0.0,85.00,889.94
48,"2021-04-27,20:00",23.80,81.34,-,-,-,0.0,85.00,890.0
48,"2021-04-27,21:15",23.06,86.51,-,-,-,0.0,85.00,890.92
48,"2021-04-28,00:45",21.46,89.25,-,-,-,-,85.00,890.78
48,"2021-04-28,01:00",21.50,88.88,-,-,-,0.0,85.00,890.74
48,"2021-04-28,01:45",20.96,90.71,-,-,-,0.0,85.00,890.35
48,"2021-04-28,03:15",20.48,91.41,-,-,-,0.0,85.00,889.5
48,"2021-04-28,04:15",20.87,91.10,-,-,-,0.0,85.00,889.8
48,"2021-04-28,05:30",20.50,91.19,-,-,-,0.0,85.00,890.16
48,"2021-04-28,05:45",20.75,90.89,-,-,-,0.0,85.00,890.43
48,"2021-04-28,06:45",20.64,91.50,-,-,-,0.0,85.00,891.52
48,"2021-04-28,07:00",20.46,91.80,-,-,-,0,-,891.47
48,"2021-04-28,08:15",22.55,90.38,-,-,-,-,85.00,892.03
48,"2021-04-28,10:30",27.43,79.67,-,-,-,0.0,85.00,892.75
48,"2021-04-28,10:45",25.97,82.02,-,-,-,0.0,85.00,892.87
48,"2021-04-28,11:00",26.27,81.25,-,-,-,0.0,85.00,892.89
48,"2021-04-28,11:45",26.56,80.18,-,-,-,0,-,892.48
48,"2021-04-28,13:15",29.03,65.85,-,-,-,0.0,85.00,890.82
48,"2021-04-28,13:30",27.96,68.26,-,-,-,0.0,85.00,890.74
48,"2021-04-28,14:30",26.27,74.26,-,-,-,0.0,85.00,890.74
48,"2021-04-28,17:45",23.65,83.88,-,-,-,0,-,888.83
48,"2021-04-28,18:00",23.56,83.92,-,-,-,-,85.00,888.81
48,"2021-04-28,20:15",22.19,90.67,-,-,-,0.0,85.00,889.56
48,"2021-04-28,20:30",22.40,89.60,-,-,-,0.0,85.00,889.73
48,"2021-04-28,21:15",22.31,89.13,-,-,-,0,-,890.41
48,"2021-04-28,21:30",22.32,88.91,-,-,-,0.0,85.00,890.46
48,"2021-04-28,22:15",22.16,89.89,-,-,-,0.0,85.00,890.97
48,"2021-04-29,00:15",21.19,91.62,-,-,-,0.0,85.00,891.55
48,"2021-04-29,00:30",21.20,91.68,-,-,-,0.0,85.00,891.55
48,"2021-04-29,01:15",21.53,91.08,-,-,-,0.4,85.00,890.84
48,"2021-04-29,01:30",21.72,91.19,-,-,-,0.4,85.00,890.9
48,"2021-04-29,02:30",21.30,91.62,-,-,-,0.4,85.00,890.6
48,"2021-04-29,02:45",20.87,91.91,-,-,-,-,85.00,890.66
48,"2021-04-29,03:00",21.01,91.96,-,-,-,0.4,85.00,890.75
48,"2021-04-29,04:15",20.48,92.50,-,-,-,0.4,85.00,891.22
48,"2021-04-29,05:15",20.50,92.64,-,-,-,0.4,85.00,891.31
48,"2021-04-29,06:15",20.50,92.41,-,-,-,0.4,85.00,891.74
48,"2021-04-29,07:15",20.33,92.43,-,-,-,0.4,85.00,892.5
48,"2021-04-29,07:30",20.40,92.37,-,-,-,0.4,85.00,892.49
48,"2021-04-29,08:30",21.21,89.86,-,-,-,0.4,85.00,892.97
48,"2021-04-29,09:45",24.03,82.37,-,-,-,0.4,85.00,893.62
48,"2021-04-29,12:30",28.54,65.45,0.077876,-,378.02,0.4,85.00,892.49
48,"2021-04-29,13:30",27.80,69.84,-,-,-,-,85.00,891.76
48,"2021-04-29,13:45",26,73.90,-,-,-,0.4,85.00,891.52
48,"2021-04-29,14:00",26.61,72.39,-,-,-,0.4,85.00,891.35
48,"2021-04-29,14:30",29.04,67.10,0.063407,-,376.098,0,-,890.8
48,"2021-04-29,16:15",30.08,63.97,0.025031,-,93.58,0.4,85.00,889.41
48,"2021-04-29,17:45",28.16,62.24,0.009813,-,356.923,0.4,85.00,888.76
48,"2021-04-29,18:00",27.85,61.24,0.009578,-,370.338,0,-,888.73
48,"2021-04-29,18:30",27.16,64.14,0.003125,-,360.769,0.4,85.00,889.01
48,"2021-04-29,18:45",26.95,64.91,0.002094,-,307.619,0.4,85.00,889.07
48,"2021-04-29,20:30",23.98,83.36,-,-,-,0.4,85.00,890.11
48,"2021-04-29,20:45",23.98,83.30,-,-,-,0.4,85.00,890.17
48,"2021-04-29,21:45",24.00,82.26,-,-,-,0.4,85.00,891.48
48,"2021-04-29,23:15",23.13,87.00,-,-,-,0.4,85.00,891.65
48,"2021-04-30,00:30",22.46,89.44,-,-,-,0.4,85.00,891.57
48,"2021-04-30,00:45",22.56,89.49,-,-,-,0.4,85.00,891.68
48,"2021-04-30,01:45",18.83,90.70,-,-,-,19.8,85.00,892.4
48,"2021-04-30,02:00",17.76,93.95,-,-,-,19.8,85.00,892.77
48,"2021-04-30,04:15",19.51,92.21,-,-,-,19.8,85.00,892.54
48,"2021-04-30,04:30",19.47,92.53,-,-,-,19.8,85.00,892.87
48,"2021-04-30,05:30",19.28,92.33,-,-,-,0,-,893.63
48,"2021-04-30,05:45",19.18,92.14,-,-,-,19.8,85.00,893.38
48,"2021-04-30,06:00",19.17,92.23,-,-,-,19.8,85.00,893.32
48,"2021-04-30,06:45",19.07,92.64,-,-,-,19.8,85.00,893.3
48,"2021-04-30,07:00",19.07,92.88,-,-,-,0,-,893.14
48,"2021-04-30,08:15",19.84,92.32,-,-,-,0,-,892.85
48,"2021-04-30,09:30",23.20,80.29,-,-,-,19.8,85.00,893.29
48,"2021-04-30,09:45",23.11,81.49,-,-,-,19.8,85.00,893.32
48,"2021-04-30,10:15",23.82,76.18,-,-,-,19.8,85.00,893.46
48,"2021-04-30,10:30",23.65,76.74,-,-,-,19.8,85.00,893.49
48,"2021-04-30,11:15",25.92,67.89,-,-,-,19.8,85.00,893.42
48,"2021-04-30,11:30",26.52,70.91,-,-,-,19.8,85.00,893.43
48,"2021-04-30,12:30",29.07,62.11,-,-,-,-,85.00,892.82
48,"2021-04-30,12:45",26.76,59.63,-,-,-,19.8,85.00,892.64
48,"2021-04-30,13:00",27.49,59.16,-,-,-,19.8,85.00,892.64
48,"2021-04-30,15:30",26.35,65.21,0.015031,-,376.098,19.8,85.00,890.78
48,"2021-04-30,16:30",26.07,67.17,-,-,-,0,-,890.23
48,"2021-04-30,17:45",27.72,62.86,-,-,-,19.8,85.00,889.45
48,"2021-04-30,18:00",27.56,63.68,-,-,-,19.8,85.00,889.52
48,"2021-04-30,19:15",23.25,83.76,-,-,-,19.8,85.00,890.16
48,"2021-04-30,19:30",23.26,84.10,-,-,-,19.8,85.00,890.19
48,"2021-04-30,20:15",22.91,84.12,-,-,-,19.8,85.00,890.38
48,"2021-04-30,20:30",22.90,84.57,-,-,-,19.8,85.00,890.45
48,"2021-04-30,20:45",22.71,84.00,-,-,-,19.8,85.00,890.55
48,"2021-04-30,21:30",23.27,80.42,-,-,-,0,-,890.95
48,"2021-04-30,21:45",22.83,80.88,-,-,-,19.8,85.00,891.11
48,"2021-04-30,23:15",22.66,89.12,-,-,-,19.8,85.00,891.74
48,"2021-05-01,00:15",21.93,90.66,-,-,-,19.8,85.00,891.98
48,"2021-05-01,01:45",21.15,91.26,-,-,-,0.4,85.00,891.0
48,"2021-05-01,02:00",21.19,91.31,-,-,-,0,-,890.95
48,"2021-05-01,02:30",21.25,91.70,-,-,-,0.4,85.00,890.67
48,"2021-05-01,02:45",21.34,91.76,-,-,-,0.4,85.00,890.72
48,"2021-05-01,03:30",21.19,91.98,-,-,-,0.4,85.00,890.76
48,"2021-05-01,07:15",20.81,91.79,-,-,-,0,-,891.7
48,"2021-05-01,07:30",20.84,91.74,-,-,-,0.4,85.00,891.79
48,"2021-05-01,07:45",20.56,91.71,-,-,-,0.4,85.00,891.86
48,"2021-05-01,08:30",22.06,91.45,-,-,-,0,-,893.27
48,"2021-05-01,08:45",21.82,91.08,-,-,-,0.4,85.00,893.35
48,"2021-05-01,09:45",24.35,86.94,-,-,-,0.4,85.00,893.62
48,"2021-05-01,10:00",24.35,85.39,-,-,-,0.4,85.00,893.59
48,"2021-05-01,11:15",25.20,81.36,-,-,-,0.4,85.00,893.58
48,"2021-05-01,11:30",25.49,79.57,-,-,-,0.4,85.00,893.48
48,"2021-05-01,13:30",29.03,66.00,-,-,-,0.4,85.00,892.2
48,"2021-05-01,13:45",27.60,67.94,-,-,-,0.4,85.00,892.02
48,"2021-05-01,14:30",27.96,69.68,-,-,-,0,-,891.48
48,"2021-05-01,15:30",30.24,65.11,0.057329,-,378.02,0.4,85.00,890.14
48,"2021-05-01,16:45",29.19,61.22,-,-,-,0.4,85.00,889.86
48,"2021-05-01,17:00",-,55.09,-,-,-,0.4,85.00,889.79
48,"2021-05-01,18:00",,74.58,-,-,-,0.4,85.00,889.47
48,"2021-05-01,19:15",24.40,83.73,-,-,-,0,-,889.76
48,"2021-05-01,19:45",23.37,89.74,-,-,-,-,85.00,889.97
48,"2021-05-01,20:00",23.39,89.66,-,-,-,0.4,85.00,889.98
48,"2021-05-01,20:30",24.13,85.40,-,-,-,0.4,85.00,890.33
48,"2021-05-01,20:45",23.65,86.86,-,-,-,0.4,85.00,890.47
48,"2021-05-01,21:45",23.45,86.39,-,-,-,0.4,85.00,891.23
48,"2021-05-01,22:00",22.88,88.60,-,-,-,0.4,85.00,891.43
48,"2021-05-01,23:15",22.88,88.47,-,-,-,0.4,85.00,892.16
48,"2021-05-02,00:15",22.19,88.96,-,-,-,0.4,85.00,892.17
48,"2021-05-02,00:30",22.17,89.15,-,-,-,0.4,85.00,892.12
48,"2021-05-02,01:30",21.76,90.33,-,-,-,0.0,85.00,891.41
48,"2021-05-02,01:45",21.44,90.98,-,-,-,0.0,85.00,891.37
48,"2021-05-02,03:15",20.72,91.50,-,-,-,0,-,890.66
48,"2021-05-02,04:15",20.83,91.35,-,-,-,0,-,890.93
48,"2021-05-02,06:15",20.70,91.24,-,-,-,0.0,85.00,891.31
48,"2021-05-02,06:30",20.71,91.30,-,-,-,0,-,891.3
48,"2021-05-02,07:30",20.86,91.43,-,-,-,0.0,85.00,892.12
48,"2021-05-02,07:45",21.00,91.34,-,-,-,0.0,85.00,892.14
48,"2021-05-02,08:45",24.45,86.58,-,-,-,0.0,85.00,892.56
48,"2021-05-02,09:00",24.40,84.52,-,-,-,0.0,85.00,892.51
48,"2021-05-02,11:15",27.15,69.14,-,-,-,-,85.00,892.61
48,"2021-05-02,11:30",27.36,67.28,-,-,-,0.0,85.00,892.56
48,"2021-05-02,12:15",27.59,64.24,-,-,-,0.0,85.00,892.26
48,"2021-05-02,12:30",28.34,66.99,-,-,-,0.0,85.00,892.17
48,"2021-05-02,13:15",28.94,60.24,-,-,-,0.0,85.00,891.51
48,"2021-05-02,15:15",29.47,56.44,0.056563,-,378.039,0.0,85.00,889.46
48,"2021-05-02,16:15",29.21,55.32,-,-,-,0.0,85.00,888.82
48,"2021-05-02,16:30",29.68,55.10,-,-,-,0.0,85.00,888.86
48,"2021-05-02,17:45",28.67,59.47,-,-,-,0.0,85.00,888.91
48,"2021-05-02,18:00",28.40,58.84,-,-,-,0,-,888.99
48,"2021-05-02,19:45",24.93,79.17,-,-,-,0.0,85.00,889.96
48,"2021-05-02,20:00",24.74,80.29,-,-,-,0.0,85.00,890.05
48,"2021-05-02,22:15",22.91,82.94,-,-,-,0.0,85.00,891.62
48,"2021-05-02,22:30",22.79,83.68,-,-,-,0.0,85.00,891.73
48,"2021-05-02,23:30",22.10,88.19,-,-,-,-,85.00,891.88
48,"2021-05-02,23:45",21.89,89.26,-,-,-,0.0,85.00,891.92
48,"2021-05-03,01:15",21.54,89.10,-,-,-,0.0,85.00,891.51
48,"2021-05-03,02:15",21.83,89.24,-,-,-,0.0,85.00,891.31
